atc,2002,First name in TV talk,merv,NNP
atc,2002,Expression of joy,ooh,UH
atc,2001,Arrogant,highhanded,JJ
atc,2002,Spine-chilling,eerie,JJ
atc,2003,Ingenuous to Yves,naif,NNP
atc,2004,Just __ (the slightest bit),atad,NN
atc,2002,"""The George & __ Show""",alana,NNP
atc,2004,April 1 victim,fool,NN
atc,2003,Expendable rocket,agena,NNP
atc,2004,Required,needed,VBN
atc,2004,"""__ Heroes""",hogans,PRP$
atc,2001,"""The Woman ____"" (Gene Wilder movie)",inred,NNP
atc,2004,Calloway of jazz,cab,NN
atc,2004,"The ""C"" in C. S. Lewis",clive,NNP
atc,2003,Hold up,detain,VB
atc,2001,Faltered,erred,VBN
atc,2001,Famed fountain,trevi,NNP
atc,2004,"Masked mammals, for short",coons,NNS
atc,2004,Flume floater,log,NN
atc,2003,Farm implement manufacturer,johndeere,NNP
atc,2004,__-cake,pata,NN
atc,2001,"Susan of ""L.A. Law""",dey,NNP
atc,2003,PA nuclear accident site,tmi,NNP
atc,2002,Kind of tooth or talk,sweet,JJ
atc,2003,Without ice,neat,JJ
atc,2003,"Rich Little, e.g.",aper,NNP
atc,2002,"Web site address, for short",url,NN
atc,2003,Place for refrigerator magnets,amana,NN
atc,2001,Bearlike,ursine,JJ
atc,2002,Subtle difference,nuance,NN
atc,2001,Judge Judy's org.,aba,NNP
atc,2004,Kicked out,booted,VBN
atc,2003,Small towns,dorps,NNS
atc,2003,Just,mere,JJ
atc,2003,Border lake,erie,NNP
atc,2001,Slaughter in baseball,enos,NNP
atc,2003,Not oblivious,alert,VB
atc,2002,Explosive noises,blasts,NNS
atc,2001,Wood shaper,lathe,NN
atc,2002,Gershwin or Levin,ira,NN
atc,2001,Makes provisions for,allows,VBZ
atc,2003,__-guzzler,gas,NN
atc,2002,Sibling's offspring,niece,NN
atc,2002,Empire State canal,erie,NNP
atc,2003,Kind of trip,ego,NN
atc,2004,Molecules composed of two identical others,dimers,NNS
atc,2003,One who carries on,ranter,NN
atc,2004,Famous fiddler,nero,NNP
atc,2003,Food warming shelf,hob,NNP
atc,2002,Most expansive,vastest,JJS
atc,2002,"""__ goes nothing!""",here,RB
atc,2001,Have another birthday,age,NN
atc,2002,Greek promenades,stoas,NNP
atc,2002,Ambushes,snipes,VBZ
atc,2003,Okefenokee Swamp resident,pogo,NNP
atc,2004,Not in use,idle,JJ
atc,2004,Omert... or bushido,code,NN
atc,2002,Slippery sort,eluder,NN
atc,2004,Humorist Bombeck,erma,NNP
atc,2003,Lapis follower,lazuli,NN
atc,2001,B-52 gr.,usaf,NNP
atc,2004,On __ (upright),end,NN
atc,2003,Chromosome collection,genome,NN
atc,2002,Nancy Drew's boyfriend,ned,NNP
atc,2003,Rite site,altar,NNP
atc,2002,Galoot,oaf,NN
atc,2003,Stick,cohere,VB
atc,2001,Wine: Prefix,oeno,NN
atc,2002,Stops up,dams,VBZ
atc,2002,He's a real doll,ken,NNP
atc,2002,Old witch,hag,NN
atc,2004,Legendary monsters,ogres,NNS
atc,2001,Broker's order,sell,VB
atc,2001,Like some winter days,snowy,JJ
atc,2003,VIXEN,ladyfox,NNP
atc,2003,Monty Python team member,palin,NNP
atc,2003,Go out of existence,ceasetobe,VB
atc,2002,Bunker command?,stifle,VB
atc,2004,Indefinite number,any,DT
atc,2003,Officiated,acted,VBN
atc,2002,Top movement,spin,NN
atc,2001,"Dries up, as a plant",wilts,VBZ
atc,2003,Garden implement,hoe,NN
atc,2004,Woes,ills,NNS
atc,2003,Target of Bonnie and Clyde,bank,NN
atc,2003,Small tower,tug,NN
atc,2004,In a proper manner,aright,NN
atc,2003,"""Wild Bill's"" WW II org.",oss,NN
atc,2004,Our Gang affirmative,otay,UH
atc,2002,Cavalryman,lancer,NN
atc,2003,From the Emerald Isle,irish,JJ
atc,2004,Greasy spoon,beanery,NN
atc,2002,Diner offering,hamsteak,NN
atc,2003,Grande or Plata,rio,NNP
atc,2003,Comprehend,grasp,VB
atc,2001,Paid attention to,obeyed,VBD
atc,2002,Fix in the mind,etch,VB
atc,2001,Swellings,nodes,NNS
atc,2002,__ smasher,atom,NN
atc,2003,Brenda of the comics,starr,NNP
atc,2001,Kind of protest,liein,NN
atc,2004,Lit barbecue,hotitem,NN
atc,2002,Snug as ___ in a rug,abug,NN
atc,2003,VP's security agreement,goldenparachute,NN
atc,2003,Singing voice,soprano,NN
atc,2003,Annoyances,pests,NNS
atc,2003,Separate grain,thresh,NN
atc,2003,Mitchell belle,ohara,NNP
atc,2003,One of the Santas,anita,NNP
atc,2003,"Driver's licenses, e.g.",ids,NNS
atc,2002,December ditties,carols,NNP
atc,2001,"With 50D, Irishman's rock of flattery",blarney,NNP
atc,2004,__ juice (milk),moo,NN
atc,2003,Underage coal-digger?,minorminer,NN
atc,2003,Klutzy comment,oops,NNS
atc,2003,Barnyard birds,fowls,NNS
atc,2004,__ one's loins,gird,VB
atc,2004,Bard's river,avon,NNP
atc,2003,Hockey great,orr,NNP
atc,2002,Deflect a blow,parry,VB
atc,2003,Existed,were,VBD
atc,2003,Lesser Antilles island,iledemargarita,NNP
atc,2003,One of the Gibbs,andy,NNP
atc,2001,Pajama style,babydoll,NN
atc,2004,"""So what __ is new?""",else,RB
atc,2003,Abie's girl,rose,NNP
atc,2003,One who's decamped?,awol,NN
atc,2001,Needed liniment,ached,VBN
atc,2004,"Clammer, e.g.",bayman,NN
atc,2003,Apropos of,inre,NN
atc,2002,Kind of certificate,gift,NN
atc,2002,Pay-as-you-go with these,checkbooks,NNS
atc,2004,Mata __,hari,NNP
atc,2002,Soup bean,pinto,NN
atc,2001,Military chaplain,padre,NN
atc,2003,Also,too,RB
atc,2002,Heaps,piles,NNS
atc,2003,Served well?,aced,VBN
atc,2004,Three-step dance,chacha,NN
atc,2003,Bara of old flicks,theda,NN
atc,2002,Island in the Aegean,delos,NNP
atc,2002,They're usually on the horn,lariats,NNS
atc,2004,Capone associate Frank,nitti,NNP
atc,2002,Curmudgeons,crabs,NNS
atc,2002,"Cartoon classic, with ""The""",flintstones,NNP
atc,2001,Grass cutter,mower,NN
atc,2002,Deuce follower,adin,NN
atc,2002,"""Road"" film destination",bali,NNP
atc,2002,"Nest egg, for short",ira,NN
atc,2004,Fast-shrinking sea,aral,JJ
atc,2003,Stimpy's pal,ren,NNP
atc,2004,Relief-giver,easer,NN
atc,2002,Kitty feed,ante,NN
atc,2004,Family,clan,NN
atc,2002,Formosan port,amoy,NNP
atc,2004,Carpenter's strip,lath,NN
atc,2004,Legend maker,acura,NNP
atc,2001,Harder to locate,rarer,JJR
atc,2002,Restrict,limit,VB
atc,2003,Discharge,unlade,VB
atc,2001,Blind as __,abat,NN
atc,2003,German industrial region,saar,NNP
atc,2002,Many moons,ages,NNS
atc,2004,Originates,creates,VBZ
atc,2003,Margarines,oleos,NNS
atc,2002,Hippodrome,arena,NN
atc,2004,Morse-code symbol,dash,NN
atc,2002,ON THE ...,lamaveragewhole,NN
atc,2003,One of The Seven Dwarfs,doc,NNP
atc,2002,"""Exodus"" hero",ari,NNP
atc,2003,Lovin' Spoonful hit,summerinthecity,NN
atc,2002,Hair coloring,dye,NN
atc,2001,Fabulist,liar,NN
atc,2002,Submachine gun,uzi,NN
atc,2003,Early Peruvian,inca,NNP
atc,2004,Airport area,gate,NN
atc,2002,"Worse, as excuses go",lamer,JJR
atc,2002,Thimblefuls,sips,NNS
atc,2002,Egg-shaped,oval,JJ
atc,2002,In the past,ago,RB
atc,2003,Turbulent scene,riot,NN
atc,2003,Presidential nickname,cal,NNP
atc,2001,Pencil filler,graphite,NN
atc,2004,Pistol-packing org.,nra,NN
atc,2003,Took out,dated,VBN
atc,2002,Symbol of thinness,rail,NN
atc,2001,Win every game,sweep,VB
atc,2003,Barely manage,eke,VB
atc,2004,Likewise,also,RB
atc,2002,Related,told,VBN
atc,2001,Like a sourball,tart,JJ
atc,2002,God of war,ares,NNP
atc,2002,No longer fashionable,out,JJ
atc,2002,"Use a fork, in a way",tune,VB
atc,2002,Magazine launched in 1978,self,NN
atc,2002,Rebecca's son,esau,NNP
atc,2002,Not to mention,and,CC
atc,2001,Behind the curtain,backstage,RB
atc,2001,"Kiefer, to Donald",son,NN
atc,2002,Hesitant sounds,ers,NNS
atc,2003,"""Dianetics"" author ___ Hubbard",lron,NNP
atc,2002,Pullman feature,berth,NNP
atc,2002,Big chunk,slab,NN
atc,2003,Meadow,lea,NNP
atc,2001,TKO caller,ref,NN
atc,2004,Catch some rays,bask,VB
atc,2001,Song of joy,carol,NN
atc,2002,Popular word game,hangman,NN
atc,2001,"""Dracula"" creator",stoker,NNP
atc,2002,Doo-wop classics,oldies,NNS
atc,2003,Ocean predator,orca,NN
atc,2001,Washed,laved,VBN
atc,2002,Hodgepodge,olio,NN
atc,2003,Musketeer,athos,NN
atc,2004,Can't live without,need,VB
atc,2002,Air spinner,propeller,NN
atc,2002,Primer,reader,NN
atc,2003,Screen image,icon,NN
atc,2003,Successor,heir,NN
atc,2003,Commenting on,noticing,VBG
atc,2001,May event,mothersday,NN
atc,2001,"Sage, for one",herb,NN
atc,2003,Western campus,ucla,NNP
atc,2004,Farm worker?,ant,NN
atc,2002,Bedewed,moist,JJ
atc,2001,Third generation of Japanese-Americans,sansei,NN
atc,2002,Completed,did,VBD
atc,1998,Stapled or paper-clipped,attached,VBD
atc,2003,Passing plays,laterals,NNS
atc,2001,Head honcho,chief,NN
atc,2003,Loads,tons,NNS
atc,2004,Clone: Abbr.,dbl,NN
atc,2004,Zone,area,NN
atc,2002,Off-Broadway award,obie,NNP
atc,2004,Lose one's heart?,fallinlove,VB
atc,2004,Pawnbrokers do it,buyandsell,NN
atc,2004,Fish sauce,alec,NN
atc,2002,Contented comments,ahs,NNS
atc,1999,Input devices,mice,NNS
atc,2002,Seating request,loge,NN
atc,2002,Those with egg on their face eat it,crow,NN
atc,2002,Gushed,spouted,VBD
atc,2002,Agree,cometoterms,VB
atc,2001,"""Thrilla in Manila"" victor",ali,NNP
atc,2003,Attribute to,refer,VB
atc,2003,"""Madame Bovary"" writer",flaubert,NNP
atc,2001,"Charlie of ""Platoon""",sheen,NN
atc,2003,Charles Lamb pseudonym,elia,NNP
atc,2003,Make a boo-boo,goof,VB
atc,2001,April initials,irs,NNP
atc,2003,Up and about,awake,JJ
atc,2003,Typing format,singlespace,NN
atc,2002,__ chi (exercise system),tai,NNP
atc,2004,Evans or Hunt,linda,NNP
atc,2002,"John, at sea?",head,NN
atc,2002,Funny man Brooks,mel,NNP
atc,2004,Redo the road,pave,VB
atc,2003,A great many,lots,NNS
atc,2004,Support gr.,alanon,NNP
atc,2004,Decorate,adorn,VB
atc,2002,Hero who led the defeat of three legions of Romans,armin,NNP
atc,2002,Garden spot,eden,NNP
atc,2002,Adventure,gest,NN
atc,2001,Birdbath organism,alga,NN
atc,2002,"Brogan, for one",shoe,NN
atc,2002,Tail end,stub,NN
atc,2002,Rambo rescuers,mias,NNS
atc,2002,Negative,minus,NN
atc,2001,"___ Bator, in Mongolia",ulan,NNP
atc,2001,Cookie guy,amos,NNP
atc,2003,By Jove!,egad,NNP
atc,2002,Actress Sommer,elke,NNP
atc,2003,Connecticut town,darien,NNP
atc,2004,Ottoman governor,bey,NNP
atc,2002,Pocket bread,pita,NN
atc,2002,"""Luck __ Lady Tonight""",bea,VB
atc,2003,Hot spot,oven,NN
atc,2004,Gaucho's plain,llano,NN
atc,2001,Stop beginner,non,NN
atc,2001,Cold cream brand,ponds,NNS
atc,2002,Kind of jockey,disc,NN
atc,2003,Catkin sources,alders,NNS
atc,2003,Worry about,stew,NN
atc,1998,Photo ___,ops,NNS
atc,2004,JFK quote starter,ask,VB
atc,2003,Spy on,snoop,VB
atc,2001,Writer Dostoyevsky,fyodor,NNP
atc,2004,Overhangs,eaves,NNS
atc,2002,Get in the way,impede,VB
atc,2002,Med. school grads,drs,NNS
atc,2004,Rock producer Brian,eno,NNP
atc,2002,Clarifying words,imean,NN
atc,2002,Outside the law,nonlegal,JJ
atc,2004,Enter,log,VB
atc,2002,Tagliabue's org.,nfl,NN
atc,2003,Play by Neil,lostinyonkers,NNP
atc,2003,"Daly of ""Cagney & Lacey""",tyne,NNP
atc,2003,Gold Coast language,tshi,NNP
atc,2001,"Chevron, to Sarge",insignia,NN
atc,2001,Makes level,trues,VBZ
atc,2001,Calabooses,stirs,NNS
atc,2004,Kind of pick or pack,ice,NN
atc,2001,Classic start,neo,JJ
atc,2003,Unusual's partner?,cruel,JJ
atc,2001,"Colossal, moviewise",epic,JJ
atc,2002,Befuddled,atsea,NN
atc,2002,Asian currency,kip,NN
atc,2003,Novelist Wiesel,elie,NNP
atc,1998,With good cheer,jovially,RB
atc,2002,Big name in chicken,tyson,NNP
atc,2002,Dispatched,sent,VBD
atc,2003,Comic Johnson,arte,NNP
atc,2002,Booster amount,dose,NN
atc,2003,Draft org.,sss,NN
atc,2002,"""__ Fine Day""",one,CD
atc,2002,Court divider,net,NN
atc,2003,Pickling guru?,dillmaster,NN
atc,2003,Shockers,eels,NNS
atc,2001,Feed the kitty,ante,NN
atc,2002,Upper case letters,capitals,NNS
atc,2003,Adoration,love,NN
atc,2002,Where rye is ordered,deli,NN
atc,2002,Cookie king Wally,amos,NNP
atc,2003,One of the Cartwright brothers?,littlejoe,NNP
atc,2004,They'd rather study than party,nerds,NNS
atc,2003,Happen upon,meet,VB
atc,2004,"Last word of Shelley's ""Adonais""",are,VBP
atc,2003,"Kingdom divisions, biologically",phyla,NNS
atc,2004,"""Not __!"" (""Never!"")",onabet,RB
atc,2003,Shakespeare's stream,avon,NNP
atc,2002,He's before the ump,catcher,NN
atc,2003,Dense clumps,tufts,NNS
atc,2004,Two-fer menu item?,crabapples,NNS
atc,2003,Molding shape,ogee,NN
atc,2004,Part of HOMES,erie,NN
atc,2002,"William of ""Hopalong Cassidy""",boyd,NNP
atc,2004,Sign element,neon,NN
atc,2001,Dismiss,axe,VB
atc,2002,Lipstick colors,reds,NNS
atc,2004,"Richard of ""A Summer Place""",egan,NNP
atc,2001,Cause to cohere,bind,VB
atc,2004,APB broadcasters,pds,NNS
atc,2003,"""Where The Boys ___""",are,VBP
atc,2002,Niles's big brother,frasiercrane,NNP
atc,2003,Suffix with silver or glass,ware,NN
atc,2001,Take a breath,inhale,VB
atc,2001,Walk in,enter,VB
atc,2004,Shipment,load,NN
atc,2002,Thumbs-downs,noes,NNS
atc,2003,Czechoslovakian city,nitra,NNP
atc,2002,"Prepare, as a contract",drawup,VB
atc,2002,Defeat overwhelmingly,skunk,VB
atc,2002,Grapefruit serving,half,NN
atc,2001,Cream of the crop,elite,JJ
atc,2001,Clear the weeds,hoe,VB
atc,2002,Next to nothing,beans,NNS
atc,2001,Combine varieties,blend,VB
atc,2003,Send out matter,emit,VB
atc,2004,"Kunta of ""Roots""",kinte,NNP
atc,2002,Spicy dip,salsa,NN
atc,2004,Dimple spot,chin,NN
atc,2004,Lab dish,petri,NN
atc,2001,Succulent plants,cacti,NNS
atc,2003,TWO,peasinapod,NNS
atc,2003,Northwestern st.,ore,NNP
atc,2003,Neck and neck,even,RB
atc,2004,Armpits,axilla,NNS
atc,2002,Actress Hagen,uta,NNP
atc,2001,Nebraskan natives,otos,NNS
atc,2001,Shoebox datum,width,NN
atc,2003,Distinctive doctrines,isms,NNS
atc,2003,Oriental bloom,lotus,NN
atc,2001,Like howls in the night,eerie,JJ
atc,2003,Office misadventures,telephonetag,NN
atc,2002,Whirlpool,eddy,NN
atc,2001,Pamplonan street sounds,oles,NNS
atc,2003,Family chart,tree,NN
atc,2001,Seasonal sight,chanukahmenorah,NNP
atc,2002,Bill-changer instruction,insert,VB
atc,2004,Actor Conrad,bain,NNP
atc,2003,Fashion Police focus,badtaste,NN
atc,2002,Traded without exchange of money,bartered,VBN
atc,2001,Diarist Anais,nin,NNP
atc,2002,Examines,assays,VBZ
atc,2002,Diner sandwiches,blts,NNS
atc,2003,Incapable of being affected,impervious,JJ
atc,2003,Some cars,xls,NNS
atc,2003,NNW's opposite,sse,NN
atc,2004,"""There oughta be __!""",alaw,NN
atc,2001,Loosen a four-in-hand,untie,VB
atc,2001,"""...face that would ____ clock""",stopa,VB
atc,2003,After bath dust,talc,NN
atc,2004,"""Bye-bye, Brigitte""",adieu,NN
atc,2004,Utah ski resort,alta,NNP
atc,2004,Card-game starter,ante,NN
atc,2001,Started the day right?,milked,VBD
atc,2004,Winged,alar,NN
atc,2002,Bring together a great quantity,amass,VB
atc,2002,Western pub,saloon,NN
atc,2002,"""Nancy"" rich kid",rollo,NNP
atc,2001,Top dog,exec,NN
atc,2003,Cry of encouragement,goforit,VB
atc,2002,Prehistoric life pursuer,palaeontologist,NN
atc,2001,Haydn or Hemingway,papa,NN
atc,2003,Cheek,sass,NN
atc,2004,Judges' group,panel,NN
atc,2002,Go for fluke,angle,NN
atc,2003,Kind of session,rap,NN
atc,2003,Accounting entry,debit,NN
atc,2001,Adored ones,idols,NNS
atc,2002,Evaluator,rater,NN
atc,2002,Water-heating tank,boiler,NN
atc,2003,At this time,nowadays,RB
atc,2004,Albatross,gooney,NN
atc,2003,Wrap up,enfold,VB
atc,2002,Playground,yard,NN
atc,2002,Giant's syllable,fee,NN
atc,2003,Robert De ___,niro,NNP
atc,2001,Morale,esprit,NN
atc,2002,Abu Dhabi's federation: Abbr.,uae,NNP
atc,2002,Settled,agreed,VBD
atc,2003,Like Radio City Music Hall,artdeco,NN
atc,2001,___ no good,upto,IN
atc,2002,Floater,raft,NN
atc,2001,Drags along,tows,VBZ
atc,2001,Trumpeting birds,cranes,NNS
atc,2004,Newts,efts,NNS
atc,2004,Molded jelly,aspic,NN
atc,2003,Does high-tech surgery,lases,NNS
atc,2001,Refined,urbane,JJ
atc,2003,Excellent serve,ace,JJ
atc,2004,Guitarist Clapton,eric,NNP
atc,2003,Wonderland character,hare,NN
atc,2001,Lobster-dinner need,bib,NN
atc,2003,"Wight, for one",isle,NN
atc,2003,Harness piece,rein,NN
atc,1999,Fed lines to,cued,VBD
atc,2001,Psychologist Carl,jung,NNP
atc,2001,Express alternative,local,JJ
atc,2002,Tie securer,clasp,NN
atc,2003,Northern Minnesota resort capital,ranier,NN
atc,2003,Bog product,peat,NN
atc,2002,Ceremonial weapon,saber,NN
atc,2001,Purpose,use,NN
atc,2001,High-nosed one,snob,NN
atc,2002,High-tech recording medium,dat,NN
atc,2004,Groups of monkeys?,barrels,NNS
atc,2004,Renaissance figure Borgia,cesare,NNP
atc,2003,Sandy or Roberto,alomar,NNP
atc,2002,"""__ boy!""",atta,UH
atc,2004,Pull hard,jerk,VB
atc,2002,__ Valdez (oil-spiller of '89),exxon,NNP
atc,2001,Laid up,ill,JJ
atc,2001,Radical '60s gr.,sds,NN
atc,2004,Rod-shaped spores,bacilli,NNS
atc,2002,Accountable person?,cpa,NN
atc,2004,Like a famous office,oval,JJ
atc,2003,"""The Waste Land"" poet's monogram",tse,NNP
atc,2003,Mine passage,shaft,NN
atc,2002,Christian __,era,NN
atc,2002,Got lower,deepened,VBD
atc,2003,"""Time"" extension?",renewal,NN
atc,2004,Diamond of fame,neil,NNP
atc,2004,Medium quality?,esp,NN
atc,2001,Amerind,ute,NN
atc,2002,"""Spare the __ ...""",rod,NN
atc,2001,Word with rumble or bucket,seat,NN
atc,2003,Snorkel or Friday,sgt,NN
atc,2001,"Steinway, e.g.",piano,NN
atc,2004,Impasse,mexicanstandoff,NN
atc,2003,Guts,insides,NNS
atc,2004,"""Bird"" played it",alto,NN
atc,2003,"2000, e.g.",year,NN
atc,2003,Inlet,backwater,NN
atc,2003,Frankenstein star,boris,NNP
atc,2001,Elliptical,oval,JJ
atc,2001,Turn on an axis,slue,VB
atc,2003,Bulwarks,bastions,NNS
atc,2003,Heinous,evil,JJ
atc,2003,Take the helm,steer,VB
atc,2002,Terrestrial amphibians,efts,NNS
atc,2004,1994 Alpine skiing gold medalist Tommy,moe,NNP
atc,2002,Past,ago,RB
atc,2001,Stained-glass artist's need,solderingfe,NN
atc,2004,Teary,mistyeyed,JJ
atc,2002,Rocker Berry,chuck,NNP
atc,2004,Trip components,legs,NNS
atc,2001,Booty,swag,NN
atc,2002,Enviable assignment,plum,NN
atc,2002,Muezzin's God,allah,NNP
atc,2004,Twelve,noon,NN
atc,2003,Writer Ambler,eric,NNP
atc,2003,Congressional vote,nay,NN
atc,2001,"Mary Poppins, for one",nanny,NN
atc,2004,Native,inborn,JJ
atc,2002,After-dinner freebies,mints,NNS
atc,2002,Actress Magnani,anna,NNP
atc,2001,Pitcher,ewer,NNP
atc,2004,Porkpie feature,brim,NN
atc,2003,Quote,cite,VB
atc,2001,Scandinavian flier,sas,NN
atc,2001,Post-B.A. test,gre,NN
atc,2002,"""No __!""",cando,VB
atc,2001,Up to the job,able,JJ
atc,2002,Like summer tea,iced,JJ
